doc_id,sentence_id,sentence,prev_sentence,malgre_object,malgre_object_lemma,malgre_object_pos,malgre_phrase,disability_hits,disability_categories
llama_v1_long_withdis_35_awq,20,"Ses œuvres continuent à inspirer les gens, à témoigner de son esprit indomptable et de sa détermination à vivre pleinement, malgré les défis de son handicap.","

Colette Dubois décède le 15 août 2020, à l'âge de 60 ans, laissant derrière elle un héritage artistique et humain.",défis,défi,NOUN,les défis,[],[]
llama_v1_long_withdis_35_torch,2,"Malgré ces difficultés, Léa développe une passion pour la peinture et commence à étudier l'art à l'âge de 10 ans.",Elle est atteinte d'une maladie rare qui affecte ses jambes et lui cause une paralysie cérébrale.,difficultés,difficulté,NOUN,ces difficultés,"['maladie rare', 'paralysie']",['handicaps moteurs']
llama_v1_long_withdis_36_awq,3,"Malgré les obstacles que lui posait sa surdité, Léa a poursuivi ses études artistiques et a fini par obtenir un diplôme en peinture à l'École des Beaux-Arts de Lyon.",Elle a découvert son amour pour la peinture très jeune et a rapidement décidé de suivre sa passion.,obstacles,obstacle,NOUN,les obstacles,[],[]
llama_v1_long_withdis_36_torch,2,"Malgré ces défis, Sophie développe une passion pour la peinture et la musique.","Elle est née avec une maladie rare qui affecte ses jambes, la paralysie cérébrale.",défis,défi,NOUN,ces défis,"['maladie rare', 'paralysie']",['handicaps moteurs']
llama_v1_long_withdis_36_torch,15,"Malgré cette perte, elle ne renonce pas à son art.",Elle perd la main droite dans un accident de la route.,perte,perte,NOUN,cette perte,[],[]
llama_v1_long_withdis_37_awq,1,"Ses parents, eux-mêmes musiciens, ont toujours encouragé ses talents, malgré son handicap moteur.","Léa Dupont est née le 12 février 1985 à Lyon, en France, dans une famille d'artistes.",handicap,handicap,NOUN,son handicap moteur,[],[]
llama_v1_long_withdis_37_awq,3,"Malgré cela, elle ne se laisse pas décourager et commence à apprendre le piano à l'âge de 8 ans.","Léa souffre d'une paraplégie depuis l'âge de 5 ans, suite à une maladie infantile.",cela,cela,PRON,cela,"['paraplégie', 'maladie']",['handicaps moteurs']
llama_v1_long_withdis_37_torch,2,"Malgré les difficultés, Elodie développa un esprit aventureux et une passion pour la peinture.","Ses parents, déterminés à lui donner une vie normale, la firent étudier à domicile et la soutinrent tout au long de son parcours scolaire.",difficultés,difficulté,NOUN,les difficultés,[],[]
llama_v1_long_withdis_38_awq,2,"Malgré cette limitation, Célestine poursuit ses études et obtient un diplôme en histoire de l'art à l'université de Lyon.","Elle est atteinte de la maladie de Charcot, une maladie neurodégénérative qui entraîne une paralysie progressive des membres inférieurs.",limitation,limitation,NOUN,cette limitation,"['maladie', 'paralysie', 'membres inférieurs', 'maladie de charcot']","['handicaps moteurs', 'formulations']"
llama_v1_long_withdis_38_torch,2,"Malgré ces difficultés, Léa est une personne très déterminée et passionnée.",Elle est née avec une maladie rare qui affecte son système nerveux et la rend incapable de marcher sans aide.,difficultés,difficulté,NOUN,ces difficultés,['maladie rare'],['autres termes']
llama_v1_long_withdis_39_awq,2,"Malgré cette difficulté, Marie développe une passion pour la peinture et la musique.",Elle est atteinte d'une maladie génétique rare qui la rend aveugle depuis l'enfance.,difficulté,difficulté,NOUN,cette difficulté,"['maladie génétique', 'aveugle']","['maladies génétiques', 'handicaps sensoriels']"
llama_v1_long_withdis_39_awq,12,"Malgré sa réussite professionnelle, Marie est confrontée à des défis constants liés à son handicap.","

",réussite,réussite,NOUN,sa réussite professionnelle,[],[]
llama_v1_long_withdis_39_torch,2,"Malgré ces difficultés, Sophie développe une grande détermination et un esprit combatif.","Elle est née avec une maladie rare qui affecte son système nerveux, entraînant une paralysie cérébrale.",difficultés,difficulté,NOUN,ces difficultés,"['maladie rare', 'paralysie']",['handicaps moteurs']
llama_v1_long_withdis_39_torch,16,"Malgré sa réussite, Sophie continue à militer pour les droits des personnes handicapées.","

",réussite,réussite,NOUN,sa réussite,[],[]
llama_v1_long_withdis_3_awq,2,"Malgré ces difficultés, Colette développe une grande détermination et une passion pour la peinture.","Elle est atteinte d'une paraplégie depuis son enfance, suite à une poliomyélite contractée à l'âge de 5 ans.",difficultés,difficulté,NOUN,ces difficultés,['paraplégie'],['handicaps moteurs']
llama_v1_long_withdis_3_torch,7,"Malgré les obstacles et les difficultés liés à son handicap, elle parvient à se faire connaître et à obtenir des commandes de peintures pour des exposants importants.","Après ses études, Sophie décide de se lancer dans une carrière d'artiste.",obstacles,obstacle,NOUN,les obstacles,[],[]
llama_v1_long_withdis_40_awq,12,"Malgré son succès, Léa continue à peindre avec la même passion que lorsqu'elle a commencé.","

",succès,succès,NOUN,son succès,[],[]
llama_v1_long_withdis_40_torch,2,"Malgré ces difficultés, Sophie ne laisse pas son handicap l'empêcher de rêver.",Elle naît avec une maladie génétique rare qui affecte son système nerveux et la rend paraplégique.,difficultés,difficulté,NOUN,ces difficultés,"['maladie génétique', 'paraplégique']","['maladies génétiques', 'handicaps moteurs']"
llama_v1_long_withdis_41_awq,2,"Malgré ces difficultés, Marie est une personne déterminée et passionnée.","Elle est atteinte de la paralysie cérébrale spastique, une maladie qui affecte la motricité et la coordination.",difficultés,difficulté,NOUN,ces difficultés,"['paralysie', 'maladie']",['handicaps moteurs']
llama_v1_long_withdis_41_awq,9,"Au fil des ans, Marie continue à créer et à innover, malgré les défis que pose sa condition physique.","

",défis,défi,NOUN,les défis,[],[]
llama_v1_long_withdis_41_torch,2,"Malgré ces difficultés, Jean-Pierre développe une passion pour la peinture et la musique, et il passe des heures à dessiner et à jouer du piano.",Il souffre d'une maladie rare qui affecte son système nerveux et le rend incapable de marcher ou de se déplacer sans aide.,difficultés,difficulté,NOUN,ces difficultés,['maladie rare'],['autres termes']
llama_v1_long_withdis_41_torch,7,"Malgré son succès, Jean-Pierre reste humble et continue à peindre avec passion.",Ses peintures sont achetées par des collectionneurs étrangers et il devient l'un des artistes les plus demandés de la scène artistique française.,succès,succès,NOUN,son succès,[],[]
llama_v1_long_withdis_42_awq,11,"Malgré les défis qu'elle rencontre, Sophie reste déterminée et continue à créer, inspirée par son environnement et ses expériences personnelles.","Elle expose ses œuvres dans des galeries et des musées, et reçoit des prix et des récompenses pour ses contributions à l'art contemporain.",défis,défi,NOUN,les défis,[],[]
llama_v1_long_withdis_42_torch,2,"Malgré ces difficultés, Marie se montre très déterminée à vivre une vie normale et à suivre ses rêves.","Elle est née avec une maladie rare qui affecte ses jambes, la faisant souffrir de paralysie cérébrale.",difficultés,difficulté,NOUN,ces difficultés,"['maladie rare', 'paralysie']",['handicaps moteurs']
llama_v1_long_withdis_42_torch,12,"Malgré les défis qu'elle a rencontrés, Marie a vécu une vie riche en amour, en art et en inspiration.","Elle continue à peindre tout au long de sa vie, et sa carrière artistique se poursuit jusqu'à son décès en 2010, à l'âge de 60 ans.",défis,défi,NOUN,les défis,[],[]
llama_v1_long_withdis_43_awq,2,"Malgré cette limitation, Aurore se démontre très rapidement comme une personne résolue et déterminée.",Elle est atteinte d'une maladie rare qui la rend aveugle à la naissance.,limitation,limitation,NOUN,cette limitation,"['maladie rare', 'aveugle']",['handicaps sensoriels']
llama_v1_long_withdis_43_torch,2,"Malgré ces obstacles, Sophie a toujours été une femme résolue et déterminée à réaliser ses rêves.","Née le 12 mars 1985 à Lyon, en France, Sophie naquit avec une maladie rare qui affectait son système nerveux, la rendant incapable de marcher ou de parler sans aide.",obstacles,obstacle,NOUN,ces obstacles,['maladie rare'],['autres termes']
llama_v1_long_withdis_43_torch,3,"Elle a grandi dans une famille aimante et soutenante, qui l'a encouragée à poursuivre ses objectifs malgré les difficultés.","Malgré ces obstacles, Sophie a toujours été une femme résolue et déterminée à réaliser ses rêves.",difficultés,difficulté,NOUN,les difficultés,[],[]
llama_v1_long_withdis_43_torch,8,"Malgré ses succès, Sophie n'a jamais oublié ses racines et a continué à utiliser son art pour sensibiliser à la vie des personnes handicapées.","Au fil des ans, Sophie est devenue une artiste reconnue et respectée, avec des expositions à travers la France et à l'étranger.",succès,succès,NOUN,ses succès,[],[]
llama_v1_long_withdis_44_awq,2,"Malgré cette limitation physique, Marie a toujours été une personne déterminée et résolue.","Elle est atteinte de paraplégie depuis l'âge de 5 ans, après un accident de la route qui a causé une lésion traumatique à sa colonne vertébrale.",limitation,limitation,NOUN,cette limitation physique,['paraplégie'],['handicaps moteurs']
llama_v1_long_withdis_44_torch,2,"Malgré ces difficultés, Marie développe une passion pour la peinture et la poésie, qui deviennent ses principales sources de réconfort et de créativité.","Elle naît avec une maladie rare qui affecte son système nerveux, l'obligeant à passer la majeure partie de son enfance à l'hôpital.",difficultés,difficulté,NOUN,ces difficultés,['maladie rare'],['autres termes']
llama_v1_long_withdis_44_torch,5,"Malgré les défis qu'elle rencontre, Marie continue à créer, trouvant un sens à sa vie dans son art et partageant son message d'espoir et de résilience avec le monde.","Ses peintures, qui reflètent sa perception unique du monde, attirent l'attention des critiques et des collectionneurs, et elle devient une artiste reconnue dans le monde de l'art contemporain.",défis,défi,NOUN,les défis,[],[]
llama_v1_long_withdis_45_awq,2,"Malgré ses difficultés, Marie a toujours été une personne déterminée et résolue.","Elle est atteinte de la maladie de Duchenne, une maladie génétique qui affecte les muscles.",difficultés,difficulté,NOUN,ses difficultés,"['duchenne', 'maladie génétique', 'maladie de duchenne']","['maladies génétiques', 'formulations']"
llama_v1_long_withdis_45_torch,2,"Malgré cette difficulté, Sophie grandit dans un environnement encourageant et soutenant, ce qui lui permet de développer une grande confiance en elle-même.",Elle est atteinte d'une maladie rare qui la rend aveugle à naissance.,difficulté,difficulté,NOUN,cette difficulté,"['maladie rare', 'aveugle']",['handicaps sensoriels']
llama_v1_long_withdis_46_awq,2,"Malgré les difficultés liées à sa mobilité réduite, Colette a poursuivi ses études à l'école des Beaux-Arts de Lyon, où elle a développé un style unique et poétique.","Ses parents, qui étaient enseignants, ont toujours soutenu sa passion pour la peinture et l'art.",difficultés,difficulté,NOUN,les difficultés,[],[]
llama_v1_long_withdis_46_torch,2,"Malgré ces défis, Marie développe une grande détermination et une passion pour la musique.",Elle est née avec une maladie génétique qui affecte son système nerveux et la rend aveugle.,défis,défi,NOUN,ces défis,"['maladie génétique', 'aveugle']","['maladies génétiques', 'handicaps sensoriels']"
llama_v1_long_withdis_47_awq,1,"Malgré les défis, elle montre un esprit indomptable et une volonté de vivre pleinement.","Anaïs Dumont naît le 12 mars 1975 à Lyon, en France, avec une maladie génétique rare qui affecte sa mobilité.",défis,défi,NOUN,les défis,['maladie génétique'],['maladies génétiques']
llama_v1_long_withdis_47_torch,2,"Malgré ces difficultés, Marie affiche un esprit indomptable et une volonté de vivre pleinement.",Elle est née avec une maladie génétique rare qui la rend aveugle à naissance.,difficultés,difficulté,NOUN,ces difficultés,"['maladie génétique', 'aveugle']","['maladies génétiques', 'handicaps sensoriels']"
llama_v1_long_withdis_48_awq,2,"Malgré ces difficultés, Elisabeth est une personne forte et déterminée.","Elle est atteinte de la paralysie cérébrale, un handicap qui l'empêche de marcher et de parler.",difficultés,difficulté,NOUN,ces difficultés,"['paralysie', 'handicap']",['handicaps moteurs']
llama_v1_long_withdis_48_awq,5,"Elisabeth obtient son brevet et décide de devenir institutrice, malgré les obstacles que son handicap lui impose.","Ses parents, qui sont professeurs d'école, remarquent son talent et la encouragent à poursuivre ses études.",obstacles,obstacle,NOUN,les obstacles,[],[]
llama_v1_long_withdis_48_torch,1,"Malgré ces défis, Colette se révèle être une enfant prodige, passionnée de peinture et de musique.","Née en 1985 dans une famille d'artistes, Colette Dupont naît avec une maladie génétique rare qui affecte son système moteur, la rendant incapable de marcher ou de parler de manière normale.",défis,défi,NOUN,ces défis,['maladie génétique'],['maladies génétiques']
llama_v1_long_withdis_48_torch,10,"Malgré son succès, Colette reste modestie et reconnaît que son art est en partie inspiré par ses expériences personnelles et sa résilience.","

",succès,succès,NOUN,son succès,[],[]
llama_v1_long_withdis_49_awq,2,"Malgré ces défis, Léa est une personne déterminée et passionnée.",Elle est atteinte d'une maladie génétique rare qui affecte son développement moteur et son système nerveux.,défis,défi,NOUN,ces défis,['maladie génétique'],['maladies génétiques']
llama_v1_long_withdis_49_awq,16,"Son histoire inspire les gens à ne pas se laisser définir par leurs limites, mais à chercher à réaliser leurs rêves malgré tout.","Son legs est immense, et ses tableaux continuent à être exposés et admirés dans les musées et les galeries du monde entier.",tout,tout,PRON,tout,[],[]
llama_v1_long_withdis_49_torch,2,"Malgré ces défis, Elise ne laisse rien l'empêcher de réaliser ses rêves.",Elle est née avec une maladie rare qui affecte son système nerveux et la rend aveugle.,défis,défi,NOUN,ces défis,"['maladie rare', 'aveugle']",['handicaps sensoriels']
llama_v1_long_withdis_49_torch,8,"Au fil des ans, Elise devient une figure respectée dans la communauté des aveugles et son amour pour la musique inspire de nombreux jeunes à poursuivre leurs rêves malgré les obstacles.",Ses élèves l'aiment et la respectent pour sa patience et sa dévotion à leur apprentissage.,obstacles,obstacle,NOUN,les obstacles,[],[]
llama_v1_long_withdis_4_awq,3,"Malgré les défis qu'elle a dû relever, Léa a poursuivi ses rêves et est devenue une artiste reconnue pour ses sculptures et ses peintures.","Ses mains courantes, qui ont été handicapées à la naissance, n'ont pas empêché son esprit créatif de prendre vie.",défis,défi,NOUN,les défis,['handicap'],['autres termes']
llama_v1_long_withdis_4_torch,2,"Malgré cette difficulté, Sophie affirme à ses parents qu'elle ne veut pas être considérée comme handicapée et qu'elle veut continuer à vivre une vie normale.","Son enfance est marquée par de nombreuses opérations et traitements visant à sauver sa vue, mais finalement, elle est diagnostiquée complètement aveugle à l'âge de 10 ans.",difficulté,difficulté,NOUN,cette difficulté,['aveugle'],['handicaps sensoriels']
llama_v1_long_withdis_5_awq,2,"Malgré ces défis, Aurélie développe une passion pour la peinture et la sculpture.","Elle est atteinte de la maladie de Charcot, une maladie neurodégénérative qui affecte le système nerveux.",défis,défi,NOUN,ces défis,"['maladie', 'maladie de charcot']",['formulations']
llama_v1_long_withdis_5_torch,2,"Malgré ces difficultés, Suzanne développe une passion pour la peinture et le dessin dès son enfance.","Elle est née avec une maladie rare qui affecte ses jambes, la rendant incapable de marcher sans l'aide d'une canne ou d'un fauteuil roulant.",difficultés,difficulté,NOUN,ces difficultés,"['maladie rare', 'fauteuil roulant']",['aides']
llama_v1_long_withdis_6_awq,2,"Malgré ces difficultés, Élisabeth développe un amour pour la peinture et commence à dessiner dès l'âge de 5 ans.",Elle est atteinte d'une maladie génétique rare qui affecte son système nerveux et entraîne une paralysie des jambes.,difficultés,difficulté,NOUN,ces difficultés,"['maladie génétique', 'paralysie']","['maladies génétiques', 'handicaps moteurs']"
llama_v1_long_withdis_6_torch,2,"Malgré les défis liés à la communication avec ses parents, Sophie se montre très douée pour les langues et commence à apprendre le signe langue des signes française (LSF) à l'âge de 5 ans.","Elle grandit dans un environnement multilingue et multiculturel, ce qui la pousse à développer une grande curiosité pour les langues et les cultures.",défis,défi,NOUN,les défis,[],[]
llama_v1_long_withdis_7_awq,2,"Malgré ces difficultés, Sophie est une jeune fille courageuse et déterminée, qui rêve de devenir artiste.",Elle est atteinte de la paralysie cérébrale depuis l'enfance et doit faire face à des défis quotidiens pour se déplacer et communiquer.,difficultés,difficulté,NOUN,ces difficultés,['paralysie'],['handicaps moteurs']
llama_v1_long_withdis_7_awq,7,"Elle continue à peindre jusqu'à la fin de sa vie, malgré les défis physiques qu'elle doit relever.","Sophie devient rapidement l'une des artistes les plus réputées du groupe, et ses peintures sont acquises par des musées et des collectionneurs privés.",défis,défi,NOUN,les défis physiques,[],[]
llama_v1_long_withdis_7_torch,1,"Malgré les difficultés, Sophie et son entourage décident de ne pas laisser son handicap l'empêcher de réaliser ses rêves.","Née en 1975 dans une petite ville de province, Sophie Dupont naît avec une maladie rare qui affecte son système nerveux et la rend paralysée des jambes.",difficultés,difficulté,NOUN,les difficultés,"['maladie rare', 'paralysé']",['handicaps moteurs']
llama_v1_long_withdis_7_torch,7,"Malgré les défis qu'elle a rencontrés tout au long de sa vie, Sophie reste déterminée et continue à créer, inspirant de nombreuses personnes par son exemple.","Sophie devient une artiste reconnue dans le monde de l'art, et ses peintures sont achetées par des musées et des particuliers du monde entier.",défis,défi,NOUN,les défis,[],[]
llama_v1_long_withdis_8_awq,2,"Malgré ces défis, Léa a poursuivi ses rêves artistiques et est devenue une figure emblématique de la communauté des personnes en situation de handicap.","Elle souffre d'une paralysie cérébrale depuis l'âge de 5 ans, qui lui a laissé des difficultés motrices et visuelles.",défis,défi,NOUN,ces défis,['paralysie'],['handicaps moteurs']
llama_v1_long_withdis_8_torch,3,"Malgré ces difficultés, Colette a toujours été une enfant curieuse et aventurière, avec un esprit indomptable et une volonté de vivre pleinement sa vie.","Cependant, à l'âge de 5 ans, Colette a été diagnostiquée avec une maladie rare qui affecte ses jambes, la rendant incapable de marcher sans l'aide de son fauteuil roulant.",difficultés,difficulté,NOUN,ces difficultés,"['maladie rare', 'fauteuil roulant']",['aides']
llama_v1_long_withdis_8_torch,6,"Elle a donc poursuivi ses études littéraires avec enthousiasme, malgré les défis que posaient ses difficultés physiques.","Colette a grandi avec une passion pour les livres et la littérature, et elle a toujours rêvé de devenir écrivain.",défis,défi,NOUN,les défis,[],[]
llama_v1_long_withdis_9_awq,2,"Malgré ces défis, Léa a toujours eu une passion pour la peinture et l'écriture.",Elle est atteinte de paralysie cérébrale depuis l'enfance et a grandi avec une faute de parole et une utilisation limitée de ses jambes.,défis,défi,NOUN,ces défis,['paralysie'],['handicaps moteurs']
llama_v1_long_withdis_9_awq,11,"Malgré son succès, Léa a continué à lutter contre les défis de sa condition.","

",succès,succès,NOUN,son succès,[],[]
llama_v1_long_withdis_9_torch,1,"Malgré ces défis, elle développe une passion pour la peinture et la musique.","Née en 1985 à Lyon, en France, Emma Dupont naît avec une maladie génétique rare qui affecte ses capacités motrices.",défis,défi,NOUN,ces défis,['maladie génétique'],['maladies génétiques']
mistral_v1_long_nodis_12_awq,11,"Malgré sa maladie, il continue à peindre jusqu'au bout, laissant un héritage de plus de 1500 œuvres.","Le 25 avril 1963, Julien Leclerc meurt d'un cancer du foie à l'âge de 72 ans.",maladie,maladie,NOUN,sa maladie,['cancer'],['maladies chroniques évolutives ou invalidantes']
mistral_v1_long_nodis_13_torch,6,"Malgré sa jeunesse, il a rapidement montré des aptitudes exceptionnelles pour la mécanique et la physique.","Jean-Pierre a grandi dans une ferme familiale, où il a appris à travailler dès son plus jeune âge.",jeunesse,jeunesse,NOUN,sa jeunesse,[],[]
mistral_v1_long_nodis_16_torch,16,"Son histoire est un exemple pour tous ceux qui ont un esprit de lutter et un désir de réussir, malgré les obstacles qui peuvent se poser sur leur chemin.",Elle laisse derrière elle une marque profonde dans le monde des affaires et son souvenir est toujours vénéré par ses anciens collègues et ses amis.,obstacles,obstacle,NOUN,les obstacles,[],[]
mistral_v1_long_nodis_20_torch,10,"Malgré les soins médicaux les plus avancés de l'époque, elle mourut le 15 février 1931, laissant derrière elle une immense legacy de musique et un grand nombre de fans qui la considèrent toujours comme une des plus grandes virtuoses de la musique classique française.","Malheureusement, sa carrière fut brisée par une grave maladie, un cancer du poumon, qui la frappa en 1930.",soins,soin,NOUN,les soins médicaux les plus avancés,"['maladie', 'cancer']",['maladies chroniques évolutives ou invalidantes']
mistral_v1_long_nodis_23_torch,5,"Malgré cela, elle a réussi à se former en pharmacie grâce à son intelligence et son dévouement.","Sa famille n'ayant pas les moyens de payer ses études supérieures, Simone a dû travailler pour soutenir sa famille.",cela,cela,PRON,cela,[],[]
mistral_v1_long_nodis_33_torch,3,"Malgré ces circonstances difficiles, Amélie réussit à surmonter les obstacles et à poursuivre ses études.","Son enfance fut marquée par la mort de son père, qui la laissa orpheline à l'âge de 10 ans.",circonstances,circonstance,NOUN,ces circonstances difficiles,[],[]
mistral_v1_long_nodis_35_torch,12,"Malgré les soins intensifs, elle ne parvient pas à récupérer et décède le 15 décembre 2015, laissant derrière elle une œuvre scientifique incomparable et une inspiration pour les générations futures.","Malheureusement, sa vie prend un tournant tragique en 2015, lorsqu'elle est victime d'un terrible accident de voiture.",soins,soin,NOUN,les soins intensifs,[],[]
mistral_v1_long_nodis_37_awq,13,"Malgré son succès, Jean-Pierre Leclercq reste un artiste modeste et humble.","

   ",succès,succès,NOUN,son succès,[],[]
mistral_v1_long_nodis_42_torch,3,"Malgré ses difficultés, Jeanne est une enfant intelligente et curieuse, et elle réussit à se distinguer à l'école.","Son enfance est marquée par la mort prématurée de son père, qui la laisse orpheline à l'âge de huit ans.",difficultés,difficulté,NOUN,ses difficultés,[],[]
mistral_v1_long_nodis_44_torch,14,"Malgré la perte de son mari, Élise se remet rapidement à son travail.","

   ",perte,perte,NOUN,la perte,[],[]
mistral_v1_long_nodis_45_awq,2,"Sa mère l'a encouragée à poursuivre ses études artistiques, malgré les difficultés financières de la famille.","Fille d'un modeste artisan, elle a montré un talent précoce pour l'art, en particulier pour la peinture.",difficultés,difficulté,NOUN,les difficultés financières,[],[]
mistral_v1_long_nodis_46_awq,14,"Malgré les conditions difficiles, Émile continue à travailler sur ses recherches, aidant les Alliés avec des informations sur les armes nucléaires.","Malheureusement, il est capturé par les Allemands et détenu dans un camp de prisonniers.",conditions,condition,NOUN,les conditions difficiles,[],[]
mistral_v1_long_nodis_48_awq,9,"Malgré ce refus, Dupont continue à perfectionner son invention et à la promouvoir.","

   ",refus,refus,NOUN,ce refus,[],[]
mistral_v1_long_nodis_49_awq,18,"Malgré sa mort, son travail a continué à influencer les scientifiques et les inventeurs du monde entier.","Malheureusement, Émile prit mal une maladie en 1950 et mourut le 1er janvier 1951.",mort,mort,NOUN,sa mort,['maladie'],['autres termes']
mistral_v1_long_withdis_0_torch,2,"Malgré cette affliction, elle ne laissa jamais passer une occasion pour montrer son talent.",Elle fut atteinte d'une maladie neurologique qui l'affecta toute sa vie.,affliction,affliction,NOUN,cette affliction,['maladie neurologique'],['autres termes']
mistral_v1_long_withdis_10_awq,2,"Malgré ses difficultés, il n'a jamais perdu l'espoir d'atteindre ses rêves.","Diagnostiqué à l'âge de trois ans avec une déficience motrice cérébrale, Jean-Pierre a dû relever des obstacles insurmontables pour les yeux communs.",difficultés,difficulté,NOUN,ses difficultés,['déficience motrice'],['handicaps moteurs']
mistral_v1_long_withdis_10_awq,12,"Malgré sa mort, son esprit et son travail vivent toujours dans les cœurs de ceux qui l'ont connu et dans le monde de l'art.","Malheureusement, Jean-Pierre est décédé le 1er janvier 2010 à l'âge de 49 ans.",mort,mort,NOUN,sa mort,[],[]
mistral_v1_long_withdis_11_awq,1,"Malgré son handicap physique, il a grandi avec une passion insatiable pour les livres.","Une histoire de Jean-Pierre, un écrivain français né le 15 mars 1960 à Lyon.",handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_11_awq,13,"Malgré cette contrainte, il continue à écrire et à travailler à la Bibliothèque nationale.","En 2000, Jean-Pierre est touché par une maladie incurable qui l'oblige à utiliser un fauteuil roulant.",contrainte,contrainte,NOUN,cette contrainte,"['maladie', 'fauteuil roulant']",['aides']
mistral_v1_long_withdis_11_torch,1,"Malgré son handicap physique, qui la rendait sourde depuis sa naissance, Marie-Claire s'est battue pour vivre une vie normale et indépendante.",Une femme nommée Marie-Claire naquit dans la petite ville de Lyon en 1960.,handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_11_torch,11,Son influence sur l'industrie de la traduction et sa détermination pour vivre une vie normale malgré son handicap ont laissé une marque durable dans le monde du travail.,"Marie-Claire mourut le 1er janvier 2022, à l'âge de 62 ans.",handicap,handicap,NOUN,son handicap,[],[]
mistral_v1_long_withdis_12_awq,3,"Malgré cela, elle a toujours montré un grand courage et un esprit indomptable.","Née avec une déficience auditif, Émilie a dû relever des défis dès son plus jeune âge.",cela,cela,PRON,cela,[],[]
mistral_v1_long_withdis_12_awq,7,"Malgré son handicap auditif, elle a appris à jouer de la guitare et à chanter.","Émilie a grandi et a étudié à Saint-Remy, où elle a montré un grand intérêt pour la musique.",handicap,handicap,NOUN,son handicap auditif,[],[]
mistral_v1_long_withdis_12_torch,2,"Malgré cela, son esprit insatiable et sa volonté déterminée l'amènent à apprendre à communiquer grâce à des signes et à l'écriture.","Née sourde-muette, Émilie est confrontée à des obstacles insurmontables pour les personnes de son âge.",cela,cela,PRON,cela,['sourd'],['handicaps sensoriels']
mistral_v1_long_withdis_13_awq,2,"Malgré sa naissance difficile, sa mère, une femme d'une grande force, réussit à l'accoucher à la maison, aidée uniquement par son mari.","Dans un petit village de Provence, naît une fille nommée Élise le 15 juillet 1975.",naissance,naissance,NOUN,sa naissance difficile,[],[]
mistral_v1_long_withdis_13_torch,1,"Malgré son handicap physique, il a su surmonter toutes les difficultés pour atteindre ses rêves.","Une histoire d'un homme extraordinaire nommé Pierre Leclerc, né le 16 juin 1960 à Paris, en France.",handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_14_awq,2,"Malgré cela, sa famille l'a soutenu et encouragé pour qu'il puisse découvrir son talent pour la musique.","Diagnostiqué autiste à l'âge de trois ans, Jean-Pierre a dû affronter des difficultés éducatives et sociales.",cela,cela,PRON,cela,['autiste'],['handicaps cognitifs']
mistral_v1_long_withdis_14_awq,13,"Malgré les difficultés qu'il a rencontrées, Jean-Pierre a laissé une marque profonde dans le monde de la musique.","

",difficultés,difficulté,NOUN,les difficultés,[],[]
mistral_v1_long_withdis_14_torch,14,"Malgré son combat courageux, elle perd la bataille le 1er janvier 2021.","Malheureusement, Lucie est touchée par un cancer en 2020.",combat,combat,NOUN,son combat courageux,['cancer'],['maladies chroniques évolutives ou invalidantes']
mistral_v1_long_withdis_15_awq,4,"Marie-Claire s'intéresse très tôt à la musique et, malgré son handicap, elle apprend à jouer du violoncelle grâce à son professeur, un ancien virtuose qui croit en son potentiel.","

  ",handicap,handicap,NOUN,son handicap,[],[]
mistral_v1_long_withdis_15_torch,1,"Malgré son handicap visuel, Jeanne a développé un don exceptionnel pour la musique et les lettres.","Une vie remarquable appartient à Jeanne, une artiste de la parole née le 12 janvier 1975 à Lyon, en France.",handicap,handicap,NOUN,son handicap visuel,[],[]
mistral_v1_long_withdis_16_awq,7,"Émilie grandit, et malgré sa surdité, elle est remarquée pour son intelligence et sa curiosité insatiable.","

   ",surdité,surdité,NOUN,sa surdité,[],[]
mistral_v1_long_withdis_16_awq,12,"Malgré ses difficultés, Émilie parvient à être admise à l'École nationale des arts.",Travailler :,difficultés,difficulté,NOUN,ses difficultés,[],[]
mistral_v1_long_withdis_16_torch,2,"Malgré cela, Émilie développa un esprit remarquablement vif et une passion pour la musique.","À l'âge de deux ans, elle fut diagnostiquée avec une déficience motrice cérébrale, ce qui la rendit handicapée physiquement pour le reste de sa vie.",cela,cela,PRON,cela,"['déficience motrice', 'handicap']",['handicaps moteurs']
mistral_v1_long_withdis_17_awq,2,"Malgré sa condition, il est élevé avec amour et encouragement par ses parents.","Cet homme, nommé Yves, est né dans une petite ferme, souffrant d'une maladie rare qui affecte ses membres inférieurs, rendant difficile sa mobilité.",condition,condition,NOUN,sa condition,"['maladie rare', 'membres inférieurs']",['handicaps moteurs']
mistral_v1_long_withdis_17_torch,0,"Une vie remarquable, celle de Marie-Anne Girard, une artiste exceptionnelle qui, malgré ses handicaps, a laissé son empreinte dans le monde de l'art.",,handicaps,handicap,NOUN,ses handicaps,[],[]
mistral_v1_long_withdis_17_torch,2,"Malgré ses difficultés physiques, elle n'a jamais abandonné son rêve de devenir peintre.","Née le 16 juin 1975 à Paris, Marie-Anne a été touchée par la maladie de Charcot à l'âge de 10 ans.",difficultés,difficulté,NOUN,ses difficultés physiques,['maladie de charcot'],['formulations']
