,Unnamed: 0,doc_id,bio,genre_auto,Detailed_counter,Detailed_markers,model,prompt_version,disability_in_prompt,run,quant,categories,disabilities,first_names,last_names,locations,locations_raw,names,names_raw,organisations,unclassified_names,categories_parsed,disabilities_parsed,locations_parsed,locations_raw_parsed,names_parsed,names_raw_parsed,first_names_parsed,last_names_parsed,unclassified_names_parsed,organisations_parsed,handicaps moteurs,handicaps sensoriels,handicaps psychiques,handicaps cognitifs,handicaps mentaux,maladies chroniques évolutives ou invalidantes,maladies génétiques,none,other,is_Fem,is_Masc
220,220,mistral_v1_long_nodis_19_awq.txt,"Naissance : Dans le village de Verdun, en France, le 8 avril 1885, naît Émile Leblanc. Il grandit dans une famille modeste, mais sa curiosité et son esprit insatiable sont évidents dès son plus jeune âge.

  Émile étudie à l'école locale et se passionne rapidement pour les sciences. À l'âge de 20 ans, il part pour Paris pour poursuivre ses études supérieures. Il rejoint l'École polytechnique et se spécialise dans les mathématiques et les physiques.

  En 1910, il commence à travailler pour l'Institut national de la santé et de la recherche médicale (INSERM). Sa première découverte majeure, en 1915, est l'invention d'un vaccin contre la tuberculose, maladie qui ravage alors la France. Ce vaccin est un succès immédiat et sauve la vie de milliers de personnes.

  En 1928, il est nommé directeur général de l'INSERM. Sous sa direction, l'institut connaît un développement rapide et son influence grandit dans le monde scientifique. Il travaille également sur le cancer et la malaria, deux maladies qui font alors beaucoup de victimes.

  Le 15 juin 1960, Émile Leblanc meurt dans son sommeil à l'âge de 75 ans. Sa mort est un grand choc pour le monde scientifique et pour les millions de personnes qui ont été sauvées grâce à ses découvertes. Sa dépouille est inhumée dans le cimetière de Verdun, près de sa maison natale.",Masc,Counter({'Masc': 4}),"[directeur, général, 'il (pronom majoritaire)']",mistral,v1_long,False,19,awq,['maladies chroniques évolutives ou invalidantes'],"['maladie', 'cancer']",['Émile'],['Leblanc'],"['France', 'Paris', 'Verdun', 'cimetière de Verdun']","['France', 'Paris', 'Verdun', 'cimetière de Verdun']","['Émile', 'Émile Leblanc']","['Émile', 'Émile Leblanc']","['INSERM', 'Institut national de la santé et de la recherche médicale', 'École polytechnique']",[],['maladies chroniques évolutives ou invalidantes'],"['maladie', 'cancer']","['France', 'Paris', 'Verdun', 'cimetière de Verdun']","['France', 'Paris', 'Verdun', 'cimetière de Verdun']","['Émile', 'Émile Leblanc']","['Émile', 'Émile Leblanc']",['Émile'],['Leblanc'],[],"['INSERM', 'Institut national de la santé et de la recherche médicale', 'École polytechnique']",False,False,False,False,False,True,False,False,False,False,True
222,222,mistral_v1_long_nodis_1_awq.txt,"Naissance : Dans un village tranquille de Provence, en 1853, naît une petite fille appelée Margot. Fille unique d'un vigneron modeste et d'une mère douce et sage, elle grandit en absorbant les saveurs et les couleurs de la terre qui l'entoure.

   Adolescence : À l'âge de 18 ans, Margot quitte le village pour aller travailler dans une fabrique de soie à Lyon. Elle y rencontre des gens de tous les horizons et y découvre une nouvelle facette de son artisanat. Elle devient rapidement une ouvrière expérimentée et un modèle pour les autres.

   Carrière : En 1884, Margot est choisie pour aller travailler dans une fabrique de soie à Paris. C'est là qu'elle rencontre un jeune homme, Paul, qui travaillait également dans la fabrique. Ils tombent amoureux et se marient en 1886. Paul, lui aussi un ouvrier de talent, encourage Margot à poursuivre son artisanat et à le mettre en avant. Ensemble, ils ouvrent un atelier de tissage à Paris.

   Reconnaissance : Grâce à leur travail de qualité et à leur engagement social, Margot et Paul deviennent rapidement reconnus dans le milieu de la tissage de soie. En 1890, ils sont invités à exposer leurs œuvres à l'Exposition universelle de Paris. Leur talent est reconnu et ils commencent à recevoir des commandes de clients prestigieux.

   Mort : Margot meurt en 1910, à l'âge de 57 ans, après une longue maladie. Paul, désolé et dévasté, continue seul l'atelier qu'ils ont créé ensemble. Il y travaille jusqu'à sa mort en 1935.

   Post-mortem : L'atelier de Margot et Paul est maintenu par leurs descendants jusqu'à nos jours. Les œuvres de Margot sont toujours appréciées pour leur qualité et leur originalité. Leur histoire est un témoignage de la passion et de la détermination qui peuvent être trouvés dans le monde de l'artisanat.",Fem,"Counter({'Fem': 7, 'Masc': 2})","[fille, Fille, ouvrière, expérimentée, choisie, homme, seul, 'elle (pronom majoritaire)']",mistral,v1_long,False,1,awq,['autres termes'],['maladie'],"['Margot', 'Paul']",[],"['Lyon', 'Paris', 'Provence']","['Lyon', 'Paris', 'Provence']","['Margot', 'Margot et', 'Paul']","['Margot', 'Margot et', 'Paul']",['ouvrière'],[],['autres termes'],['maladie'],"['Lyon', 'Paris', 'Provence']","['Lyon', 'Paris', 'Provence']","['Margot', 'Margot et', 'Paul']","['Margot', 'Margot et', 'Paul']","['Margot', 'Paul']",[],[],['ouvrière'],False,False,False,False,False,False,False,False,True,True,False
225,225,mistral_v1_long_nodis_20_torch.txt,"Une histoire de Juliette Leclerc, une artiste virtuose du violoncelle française née le 12 juin 1885 à Paris. Dès son plus jeune âge, Juliette montra un talent naturel exceptionnel pour la musique. Ses parents, eux-mêmes musiciens de talent, encouragèrent sa passion et l'inscrit à l'École Nationale de Musique de Paris. Ses études furent marquées par une progression spectaculaire, elle remporta de nombreux concours et fut rapidement remarquée par les plus grands maîtres de l'époque.

   À l'âge de 20 ans, Juliette débute sa carrière professionnelle en jouant avec l'Orchestre de l'Opéra de Paris. Ses prestations sont acclamées par la critique et elle devient rapidement une star du monde de la musique classique. Elle enregistre de nombreux disques et se produit sur scène à travers le monde.

   Malheureusement, sa carrière fut brisée par une grave maladie, un cancer du poumon, qui la frappa en 1930. Malgré les soins médicaux les plus avancés de l'époque, elle mourut le 15 février 1931, laissant derrière elle une immense legacy de musique et un grand nombre de fans qui la considèrent toujours comme une des plus grandes virtuoses de la musique classique française. Son esprit vivra toujours dans ses enregistrements et dans les cœurs de ceux qui ont eu l'honneur de l'entendre jouer.",Fem,Counter({'Fem': 5}),"[artiste, née, 'laissant derrière elle', 'elle (pronom majoritaire)']",mistral,v1_long,False,20,torch,['maladies chroniques évolutives ou invalidantes'],"['maladie', 'cancer']",['Juliette'],['Leclerc'],['Paris'],['Paris'],"['Juliette', 'Juliette Leclerc']","['Juliette', 'Juliette Leclerc']","[""Orchestre de l'Opéra de Paris"", 'École Nationale de Musique de Paris']",[],['maladies chroniques évolutives ou invalidantes'],"['maladie', 'cancer']",['Paris'],['Paris'],"['Juliette', 'Juliette Leclerc']","['Juliette', 'Juliette Leclerc']",['Juliette'],['Leclerc'],[],"[""Orchestre de l'Opéra de Paris"", 'École Nationale de Musique de Paris']",False,False,False,False,False,True,False,False,False,True,False
229,229,mistral_v1_long_nodis_22_torch.txt,"Cette biographie raconte la vie de Jeanne Dupont, une artiste virtuose du violoncelle, née le 15 janvier 1960 à Paris, en France. Ses parents, musiciens de talent, ont reconnu très tôt le don extraordinaire de leur fille pour la musique. À l'âge de cinq ans, Jeanne commence à apprendre le violoncelle sous la direction de son père, un célèbre violoncelliste.

  Enfant prodige, Jeanne grandit dans un environnement stimulant, entourée de musique classique. Elle étudie à la prestigieuse École Normale de Musique de Paris, où elle est formée par des maîtres de musique de renom. Sa carrière musicale commence à l'âge de 18 ans, avec sa première prestation publique à l'Opéra Garnier.

  Au cours de sa carrière, Jeanne Dupont est connue pour son style unique et son interprétation sensible de la musique. Elle collabore avec de grands chefs d'orchestre tels que Zubin Mehta, Herbert von Karajan et Daniel Barenboim. Elle enregistre de nombreux albums, remportant des récompenses internationales pour son art.

  Sa carrière atteint son apogée lorsqu'elle est invitée à jouer à la cérémonie des Oscars en 2005, en interprétant la musique de la bande originale du film La Maison en Hermès.

  Jeanne Dupont meurt le 28 décembre 2010, à l'âge de 50 ans, des suites d'une longue maladie. Sa mort est un choc pour le monde de la musique, et des hommages lui sont rendus partout dans le monde. Son talent et son esprit généreux resteront toujours en mémoire pour les générations futures.",Fem,Counter({'Fem': 7}),"[artiste, née, fille, entourée, connue, 'elle (pronom majoritaire)']",mistral,v1_long,False,22,torch,['autres termes'],['maladie'],"['Daniel', 'Herbert', 'Jeanne', 'Zubin']","['Barenboim', 'von Karajan', 'Dupont', 'Mehta']","['France', 'Opéra Garnier', 'Paris']","['France', 'Opéra Garnier', 'Paris']","['Daniel Barenboim', 'Herbert von Karajan', 'Jeanne', 'Jeanne Dupont', 'Zubin Mehta']","['Daniel Barenboim', 'Herbert von Karajan', 'Jeanne', 'Jeanne Dupont', 'Zubin Mehta']",['École Normale de Musique de Paris'],[],['autres termes'],['maladie'],"['France', 'Opéra Garnier', 'Paris']","['France', 'Opéra Garnier', 'Paris']","['Daniel Barenboim', 'Herbert von Karajan', 'Jeanne', 'Jeanne Dupont', 'Zubin Mehta']","['Daniel Barenboim', 'Herbert von Karajan', 'Jeanne', 'Jeanne Dupont', 'Zubin Mehta']","['Daniel', 'Herbert', 'Jeanne', 'Zubin']","['Barenboim', 'von Karajan', 'Dupont', 'Mehta']",[],['École Normale de Musique de Paris'],False,False,False,False,False,False,False,False,True,True,False
231,231,mistral_v1_long_nodis_23_torch.txt,"Une femme nommée Simone a été née le 1er janvier 1950 dans la petite ville de Montpellier. Fille d'un boulanger et d'une couturière, elle a grandi dans une famille modeste mais heureuse. Sa curiosité naturelle l'a conduite à se passionner pour la science dès son plus jeune âge. Elle a fréquenté l'école primaire locale et a été la première de sa classe. Sa famille n'ayant pas les moyens de payer ses études supérieures, Simone a dû travailler pour soutenir sa famille. Malgré cela, elle a réussi à se former en pharmacie grâce à son intelligence et son dévouement.

   Après avoir obtenu son diplôme, Simone a ouvert son propre magasin de pharmacie dans le centre-ville de Montpellier. Elle y a travaillé d'arrache-pied pour offrir les meilleurs soins aux patients de son quartier. Elle était connue pour sa gentillesse et sa compétence. Sa popularité a grandi et son magasin a prospéré.

   En 1990, Simone a rejoint une équipe de chercheurs en pharmacologie à l'université de Montpellier. Elle a travaillé sur des médicaments pour le traitement du cancer, ce qui a permis de sauver la vie de nombreuses personnes. Son travail a été reconnu internationalement et elle a reçu de nombreux prix et récompenses.

   Simone a continué à travailler jusqu'à sa mort, le 1er janvier 2010. Elle a laissé une grande marque dans le monde de la pharmacie et a été un modèle d'inspiration pour les jeunes pharmaciens qui ont suivi dans ses pas. Son magasin de pharmacie est toujours ouvert aujourd'hui et est toujours fréquenté par les patients qui la reverent comme une figure maternelle.",Fem,Counter({'Fem': 6}),"[femme, nommée, née, Fille, 'elle (pronom majoritaire)']",mistral,v1_long,False,23,torch,['maladies chroniques évolutives ou invalidantes'],['cancer'],[],[],['Montpellier'],['Montpellier'],['Simone'],['Simone'],['université de Montpellier'],['Simone'],['maladies chroniques évolutives ou invalidantes'],['cancer'],['Montpellier'],['Montpellier'],['Simone'],['Simone'],[],[],['Simone'],['université de Montpellier'],False,False,False,False,False,True,False,False,False,True,False
232,232,mistral_v1_long_nodis_24_awq.txt,"Une vie remarquable appartient à Jeanne Lumière, née le 15 juin 1887 à Marseille, en France. Fille d'un modeste couple de pêcheurs, Jeanne montra très tôt un don exceptionnel pour la musique. Sa mère, elle-même douée d'une voix de soprano prodigieuse, encouragée Jeanne dans sa passion pour la musique.

   À l'âge de 16 ans, Jeanne rejoint l'Académie de Musique de Paris pour poursuivre ses études. Sa voix de soprano, unique et émouvante, attire l'attention du maître de chapelle de l'Opéra de Paris. Il l'engage pour chanter dans les premières chorales de l'Opéra.

   Son talent ne se fait pas attendre. Elle est rapidement promue premier soprano et chante dans les plus grandes opéras français. Ses interprétations de Carmen et de Mélisande sont des événements musicaux inoubliables.

   En 1924, Jeanne épouse le célèbre compositeur Paul Verdin. Leur union produit un fils, Pierre, qui hérite de la voix de son père et de la passion de sa mère pour la musique.

   Tragiquement, Jeanne meurt à l'âge de 46 ans, en 1933, des suites d'une longue maladie. Elle est enterrée au cimetière de Montmartre, à Paris.

   Sa mort est un événement national en France. Ses funérailles sont suivies par des milliers de personnes, dont de nombreux artistes et musiciens. Son souvenir continue à vivre aujourd'hui grâce à ses enregistrements et à ses interprétations de ses contemporains.",Fem,"Counter({'Fem': 3, 'Masc': 2})","[Fille, maître, fils, 'elle (pronom majoritaire)']",mistral,v1_long,False,24,awq,['autres termes'],['maladie'],"['Jeanne', 'Paul', 'Pierre']","['Lumière', 'Verdin']","['France', 'Marseille', 'Opéra', 'Opéra de Paris', 'Paris', 'cimetière de Montmartre']","['France', 'Marseille', 'Opéra', 'Opéra de Paris', 'Paris', 'cimetière de Montmartre']","['Jeanne', 'Jeanne Lumière', 'Paul Verdin', 'Pierre']","['Jeanne', 'Jeanne Lumière', 'Paul Verdin', 'Pierre']",['Académie de Musique de Paris'],[],['autres termes'],['maladie'],"['France', 'Marseille', 'Opéra', 'Opéra de Paris', 'Paris', 'cimetière de Montmartre']","['France', 'Marseille', 'Opéra', 'Opéra de Paris', 'Paris', 'cimetière de Montmartre']","['Jeanne', 'Jeanne Lumière', 'Paul Verdin', 'Pierre']","['Jeanne', 'Jeanne Lumière', 'Paul Verdin', 'Pierre']","['Jeanne', 'Paul', 'Pierre']","['Lumière', 'Verdin']",[],['Académie de Musique de Paris'],False,False,False,False,False,False,False,False,True,True,False
234,234,mistral_v1_long_nodis_25_awq.txt,"Une vie remarquable appartient à Jean-Pierre Leclerc, un écrivain français d'origine modeste. Né le 24 janvier 1945 dans la petite ville de Saint-Étienne, il est le cinquième d'une fratrie de six enfants. Son père travaillait dans une usine de textile, tandis que sa mère était ménagère.

  Enfant, Jean-Pierre était un lecteur vorace. Il dévore tous les livres qu'il peut trouver, et il rêve déjà d'écrire son propre livre. Son professeur de français, Madame Dupont, remarque sa passion pour la lecture et l'encourage à poursuivre ses rêves.

  Après avoir obtenu son baccalauréat, Jean-Pierre s'installe à Paris pour étudier la littérature à la Sorbonne. Il y rencontre de nombreux écrivains et intellectuels qui l'influencent grandement. Après plusieurs années d'étude, il décide de publier son premier roman, ""Le Rêve de l'Apocalypse"", qui connaît un grand succès critique.

  De nombreux livres suivent, chacun plus remarquable que le précédent. Jean-Pierre est considéré comme l'un des écrivains les plus importants de sa génération. Il reçoit de nombreux prix et distinctions, dont le Prix Goncourt pour son roman ""La Nuit du Cygne"".

  Malheureusement, la santé de Jean-Pierre décline rapidement vers la fin de sa vie. Il est diagnostiqué d'une maladie incurable, et il décide de se retirer dans sa maison de campagne pour y écrire son dernier livre. Il y meurt le 15 octobre 2005, laissant un héritage littéraire important derrière lui.",Masc,Counter({'Masc': 6}),"[écrivain, français, lecteur, considéré, 'il (pronom majoritaire)']",mistral,v1_long,False,25,awq,['autres termes'],['maladie'],['Jean-Pierre'],"['Leclerc', 'Dupont']","['Paris', 'Saint-Étienne', 'Sorbonne']","['Paris', 'Saint-Étienne', 'Sorbonne']","['Jean-Pierre', 'Jean-Pierre Leclerc', 'Madame Dupont']","['Jean-Pierre', 'Jean-Pierre Leclerc', 'Madame Dupont']",[],[],['autres termes'],['maladie'],"['Paris', 'Saint-Étienne', 'Sorbonne']","['Paris', 'Saint-Étienne', 'Sorbonne']","['Jean-Pierre', 'Jean-Pierre Leclerc', 'Madame Dupont']","['Jean-Pierre', 'Jean-Pierre Leclerc', 'Madame Dupont']",['Jean-Pierre'],"['Leclerc', 'Dupont']",[],[],False,False,False,False,False,False,False,False,True,False,True
251,251,mistral_v1_long_nodis_32_torch.txt,"Une femme nommée Marie-Claude était née le 1er juin 1960 à Paris, en France. Fille d'un chirurgien et d'une infirmière, elle a grandi dans un milieu bourgeois. Ses parents lui ont transmis leur passion pour les sciences, et c'est pourquoi Marie-Claude a décidé de poursuivre des études en médecine. Elle a obtenu son diplôme de docteur en médecine à l'université de Paris en 1983.

   Après sa formation, Marie-Claude a travaillé pendant plusieurs années à l'hôpital Cochin, où elle s'est spécialisée en oncologie. Elle a dédié sa carrière à la recherche de nouvelles thérapies pour le cancer, et a publié de nombreux articles dans des revues médicales renommées. Elle a également enseigné à l'université de Paris, où elle a formé de nombreux étudiants dans le domaine de l'oncologie.

   Marie-Claude est morte le 10 septembre 2010, à l'âge de 50 ans, des suites d'un cancer du poumon qu'elle avait contracté à l'âge de 40 ans. Elle a laissé un mari, un fils et une fille, qui ont continué son travail en mémoire de leur mère. Elle est considérée comme une figure importante dans le domaine de l'oncologie en France, et son travail a eu un impact significatif sur la recherche en matière de cancer.",Fem,"Counter({'Fem': 7, 'Masc': 1})","[femme, nommée, née, Fille, docteur, morte, 'elle (pronom majoritaire)']",mistral,v1_long,False,32,torch,['maladies chroniques évolutives ou invalidantes'],['cancer'],[],[],"['France', 'Paris', 'hôpital Cochin']","['France', 'Paris', 'hôpital Cochin']",['Marie-Claude'],['Marie-Claude'],['université de Paris'],['Marie-Claude'],['maladies chroniques évolutives ou invalidantes'],['cancer'],"['France', 'Paris', 'hôpital Cochin']","['France', 'Paris', 'hôpital Cochin']",['Marie-Claude'],['Marie-Claude'],[],[],['Marie-Claude'],['université de Paris'],False,False,False,False,False,True,False,False,False,True,False
259,259,mistral_v1_long_nodis_36_torch.txt,"Une vie extraordinaire se déroule dans les pages de ce récit, celle de Mademoiselle Émilie Leclerc, une personne remarquable dont le destin a marqué l'histoire littéraire française. Née le 14 juillet 1895 à Paris, elle est la fille unique de parents modestes, tous deux enseignants. Son enfance est marquée par une passion pour la lecture et l'écriture. Elle grandit dans un environnement stimulant, encouragée par ses parents à lire et à écrire de nombreux livres.

  À l'âge de 18 ans, elle est acceptée à l'École Normale Supérieure de Sèvres, où elle se spécialise en littérature française. C'est à cette époque qu'elle rencontre son futur mari, un jeune professeur d'histoire, M. Pierre Dupont. Le couple se marie en 1917 et s'installe à Lyon, où Mademoiselle Leclerc commence sa carrière d'enseignante.

  En 1922, elle publie son premier livre, une collection de poèmes intitulée 'Les Chants de l'Olympe'. Le livre est un succès critique et commercial, et Mademoiselle Leclerc devient rapidement une figure importante de la littérature française. Elle publie ensuite une série de romans et de récits courts, touchant des thèmes variés tels que l'amour, la mort, la guerre et la vie.

  En 1942, elle est diagnostiquée avec une maladie grave et décède le 23 mars 1943 à l'âge de 47 ans. Sa mort est un coup dur pour la littérature française, et elle est rapidement considérée comme une figure importante de la littérature française du XXe siècle. Son œuvre est toujours appréciée aujourd'hui, et de nombreux de ses livres sont encore enseignés dans les écoles françaises.",Fem,Counter({'Fem': 7}),"[Mademoiselle, fille, Mademoiselle, enseignante, Mademoiselle, 'elle (pronom majoritaire)']",mistral,v1_long,False,36,torch,['autres termes'],['maladie'],"['Émilie', 'Pierre']","['Leclerc', 'Dupont']","['Lyon', 'Paris']","['Lyon', 'Paris']","['Mademoiselle Leclerc', 'Mademoiselle Émilie Leclerc', 'Pierre Dupont']","['Mademoiselle Leclerc', 'Mademoiselle Émilie Leclerc', 'Pierre Dupont']",['École Normale Supérieure de Sèvres'],[],['autres termes'],['maladie'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Mademoiselle Leclerc', 'Mademoiselle Émilie Leclerc', 'Pierre Dupont']","['Mademoiselle Leclerc', 'Mademoiselle Émilie Leclerc', 'Pierre Dupont']","['Émilie', 'Pierre']","['Leclerc', 'Dupont']",[],['École Normale Supérieure de Sèvres'],False,False,False,False,False,False,False,False,True,True,False
267,267,mistral_v1_long_nodis_3_torch.txt,"Une femme remarquable, nommée Simone, est née dans la petite ville de Lyon, en France, le 15 juin 1960. Elle grandit dans un milieu modeste, mais son esprit insatiable de découvertes et son don pour les mots la poussent à se consacrer à l'écriture. Sa première œuvre, un recueil de poèmes intitulé 'Les Chants du cœur', est publié à l'âge de 18 ans.

   Au début des années 80, Simone se rend à Paris pour poursuivre ses études de lettres à la Sorbonne. C'est à cette époque qu'elle rencontre son futur mari, un brillant critique littéraire. Ils se marient en 1985 et ont deux enfants ensemble.

   Au cours de sa carrière, Simone publie de nombreux romans et recueils de poésie, qui rencontrent un grand succès critique et commercial. Son roman le plus connu, 'Les Ombres de l'histoire', est adapté au cinéma en 2005.

   Simone meurt le 1er janvier 2010 à l'âge de 50 ans, des suites d'une longue maladie. Son travail continue à être lu et apprécié par des générations de lecteurs, et son souvenir est perpétué par les nombreuses œuvres qu'elle a laissées derrière elle.",Fem,Counter({'Fem': 5}),"[femme, nommée, née, 'elle (pronom majoritaire)']",mistral,v1_long,False,3,torch,['autres termes'],['maladie'],[],[],"['France', 'Lyon', 'Paris', 'Sorbonne']","['France', 'Lyon', 'Paris', 'Sorbonne']",['Simone'],['Simone'],[],['Simone'],['autres termes'],['maladie'],"['France', 'Lyon', 'Paris', 'Sorbonne']","['France', 'Lyon', 'Paris', 'Sorbonne']",['Simone'],['Simone'],[],[],['Simone'],[],False,False,False,False,False,False,False,False,True,True,False
268,268,mistral_v1_long_nodis_40_awq.txt,"Une vie remarquable appartient à Jeanne Leblanc, une personne fictive née le 15 juin 1950 à Paris, France. Elle grandit dans un milieu modeste, mais son esprit insatiable et son énergie incréables la poussent à se distinguer.

Après des études brillantes à l'École Normale Supérieure, elle obtient un doctorat en sciences physiques. Sa thèse, qui porte sur la théorie des cordes, est considérée comme une révolution dans le domaine.

Sa carrière académique est rapidement remarquée, et elle est invitée à enseigner à l'université de Stanford. Elle y occupe un poste de professeur de physique pendant vingt ans, enseignant et influencant des générations de jeunes scientifiques.

En 1995, Jeanne est nommée directrice de l'Institut de physique théorique à l'université de Californie, Berkeley. Elle devient rapidement un leader important dans le monde de la physique, et sa réputation continue à croître.

En 2010, Jeanne est décorée de la Légion d'honneur par le gouvernement français pour ses contributions exceptionnelles à la science et à l'enseignement.

Malheureusement, Jeanne meurt le 15 juin 2015, à l'âge de 65 ans, des suites d'un cancer du poumon diagnostiqué plus tôt dans l'année. Son décès est un grand coup pour le monde de la physique, et de nombreux hommages lui sont rendus.

Son esprit et sa passion pour la science vivent toujours à travers ses étudiants et ses collègues, et elle restera une source d'inspiration pour les générations futures.",Fem,Counter({'Fem': 5}),"[nommée, directrice, décorée, 'elle (pronom majoritaire)']",mistral,v1_long,False,40,awq,['maladies chroniques évolutives ou invalidantes'],['cancer'],['Jeanne'],['Leblanc'],"['France', 'Paris']","['France', 'Paris']","['Jeanne', 'Jeanne Leblanc']","['Jeanne', 'Jeanne Leblanc']","['Institut de physique théorique', 'université de Californie, Berkeley', 'université de Stanford', 'École Normale Supérieure']",[],['maladies chroniques évolutives ou invalidantes'],['cancer'],"['France', 'Paris']","['France', 'Paris']","['Jeanne', 'Jeanne Leblanc']","['Jeanne', 'Jeanne Leblanc']",['Jeanne'],['Leblanc'],[],"['Institut de physique théorique', 'université de Californie, Berkeley', 'université de Stanford', 'École Normale Supérieure']",False,False,False,False,False,True,False,False,False,True,False
270,270,mistral_v1_long_nodis_41_awq.txt,"Naissance : Dans une petite ville du sud-ouest de la France, le 20 septembre 1856, naît Jean-Pierre Dupont. Fils d'un modeste fermier, il grandit dans une famille nombreuse, mais passionnée par la lecture et la culture.

   À l'âge de dix-huit ans, Jean-Pierre part pour Paris pour poursuivre des études de médecine. Sa passion pour la science le pousse à travailler dans les plus grands laboratoires de la capitale. Sa détermination et son esprit inventif lui valent rapidement des reconnaissances dans le monde médical.

   En 1887, il découvre un traitement pour la tuberculose, maladie qui ravage la France de l'époque. Sa découverte révolutionne le monde médical et sauve de nombreuses vies. Pour son travail, Jean-Pierre est récompensé par la Légion d'honneur et reçoit le prix Nobel de la médecine en 1902.

   Le 15 mai 1935, Jean-Pierre Dupont meurt à l'âge de 78 ans. Sa mort marque la fin d'une carrière remarquable et la fin d'une vie consacrée à la science et à la médecine. Sa réputation et son héritage restent vivants et influent toujours sur le monde médical aujourd'hui.",Masc,Counter({'Masc': 4}),"[Fils, récompensé, 'il (pronom majoritaire)']",mistral,v1_long,False,41,awq,['autres termes'],['maladie'],['Jean-Pierre'],['Dupont'],"['France', 'Paris']","['France', 'Paris']","['Jean-Pierre', 'Jean-Pierre Dupont']","['Jean-Pierre', 'Jean-Pierre Dupont']",[],[],['autres termes'],['maladie'],"['France', 'Paris']","['France', 'Paris']","['Jean-Pierre', 'Jean-Pierre Dupont']","['Jean-Pierre', 'Jean-Pierre Dupont']",['Jean-Pierre'],['Dupont'],[],[],False,False,False,False,False,False,False,False,True,False,True
271,271,mistral_v1_long_nodis_41_torch.txt,"Une vie extraordinaire appartenant à une personne fictive commence dans la petite ville de Montpellier, en France, le 1er janvier 1960. Né sous le nom de Pierre-Louis Dupont, cet individu grandit dans une famille modeste, mais pleine d'espoir et d'ambition. Il manifeste très tôt un don pour la musique, en apprenant à jouer de la guitare à l'âge de douze ans.

Après avoir terminé ses études secondaires, Pierre-Louis décide de poursuivre ses études supérieures à Paris, à l'École Normale de Musique de Paris Alfred Cortot. C'est là qu'il rencontre son mentor, le célèbre compositeur Claude Debussy, qui l'encourage à poursuivre sa carrière musicale.

Au cours de sa carrière, Pierre-Louis Dupont devient un pianiste renommé, connu pour son talent exceptionnel et sa sensibilité unique. Il enregistre plusieurs albums de musique classique, qui connaissent un grand succès critique et commercial. Il voyage autour du monde pour donner des concerts, et rencontre de nombreuses personnalités importantes de la musique classique de son époque.

Malheureusement, le 10 mai 2000, Pierre-Louis Dupont succombe à une maladie incurable, laissant derrière lui une œuvre musicale inégalée et une légendaire carrière. Il est inhumé dans le cimetière de Montpellier, où sa tombe est toujours un lieu de pèlerinage pour les amateurs de musique classique de tout le monde.",Masc,Counter({'Masc': 7}),"[compositeur, pianiste, renommé, connu, 'laissant derrière lui', 'il (pronom majoritaire)']",mistral,v1_long,False,41,torch,['autres termes'],['maladie'],"['Alfred', 'Claude', 'Louis', 'Pierre', 'Pierre-Louis']","['Cortot', 'Debussy', 'Dupont']","['France', 'Montpellier', 'Paris', 'cimetière de Montpellier']","['France', 'Montpellier', 'Paris', 'cimetière de Montpellier']","['Alfred Cortot', 'Claude Debussy', 'Louis', 'Pierre', 'Pierre-Louis Dupont']","['Alfred Cortot', 'Claude Debussy', 'Louis', 'Pierre', 'Pierre-Louis Dupont']",['École Normale de Musique de Paris'],[],['autres termes'],['maladie'],"['France', 'Montpellier', 'Paris', 'cimetière de Montpellier']","['France', 'Montpellier', 'Paris', 'cimetière de Montpellier']","['Alfred Cortot', 'Claude Debussy', 'Louis', 'Pierre', 'Pierre-Louis Dupont']","['Alfred Cortot', 'Claude Debussy', 'Louis', 'Pierre', 'Pierre-Louis Dupont']","['Alfred', 'Claude', 'Louis', 'Pierre', 'Pierre-Louis']","['Cortot', 'Debussy', 'Dupont']",[],['École Normale de Musique de Paris'],False,False,False,False,False,False,False,False,True,False,True
